2025-01-06 10:00:53 Interval.1: 0
2025-01-06 13:41:31 Interval.1: 0
2025-01-06 13:59:57 Interval.1: 0
2025-01-06 14:02:43 Interval.1: 0
2025-01-06 14:03:16 Interval.2: 1
2025-01-06 15:02:52 Interval.1: 0
2025-01-06 15:03:07 Interval.2: 4
2025-01-06 15:03:23 Interval.3: 8
2025-01-06 15:18:49 content2
2025-01-06 15:18:52 Quiz 1 Answer: 3 Result: Incorrect
2025-01-06 15:18:53 Quiz 2 Answer: 3 Result: Incorrect
2025-01-06 15:18:55 Quiz 3 Answer: 3 Result: Incorrect
2025-01-06 15:19:11 Quiz 1 Answer: 4 Result: Incorrect
2025-01-06 15:19:13 Quiz 2 Answer: 4 Result: Incorrect
2025-01-06 15:19:14 Quiz 3 Answer: 4 Result: Correct
2025-01-06 15:19:14 Question 1:Rating 0
2025-01-06 15:19:14 Question 2:Rating 3
2025-01-06 15:19:14 Question 3:Rating 0
2025-01-06 15:19:14 __________________________________
2025-01-06 15:19:15 Question 1:Rating 0
2025-01-06 15:19:15 Question 2:Rating 3
2025-01-06 15:19:15 Question 3:Rating 5
2025-01-06 15:19:15 __________________________________
2025-01-06 15:19:18 Question 1:Rating 0
2025-01-06 15:19:18 Question 2:Rating 3
2025-01-06 15:19:18 Question 3:Rating 5
2025-01-06 15:19:18 __________________________________
2025-01-06 15:19:18 Question 1:Rating 0
2025-01-06 15:19:18 Question 2:Rating 3
2025-01-06 15:19:18 Question 3:Rating 5
2025-01-06 15:19:18 __________________________________
2025-01-06 15:19:18 Question 1:Rating 0
2025-01-06 15:19:18 Question 2:Rating 3
2025-01-06 15:19:18 Question 3:Rating 5
2025-01-06 15:19:18 __________________________________
2025-01-06 15:19:18 Question 1:Rating 0
2025-01-06 15:19:18 Question 2:Rating 3
2025-01-06 15:19:18 Question 3:Rating 5
2025-01-06 15:19:18 __________________________________
2025-01-06 15:19:18 Question 1:Rating 0
2025-01-06 15:19:18 Question 2:Rating 3
2025-01-06 15:19:18 Question 3:Rating 5
2025-01-06 15:19:18 __________________________________
2025-01-06 15:19:18 Question 1:Rating 0
2025-01-06 15:19:18 Question 2:Rating 3
2025-01-06 15:19:18 Question 3:Rating 5
2025-01-06 15:19:18 __________________________________
2025-01-06 15:19:18 Question 1:Rating 0
2025-01-06 15:19:18 Question 2:Rating 3
2025-01-06 15:19:18 Question 3:Rating 5
2025-01-06 15:19:18 __________________________________
2025-01-06 15:19:18 Question 1:Rating 0
2025-01-06 15:19:18 Question 2:Rating 3
2025-01-06 15:19:18 Question 3:Rating 5
2025-01-06 15:19:18 __________________________________
2025-01-06 15:19:18 Question 1:Rating 0
2025-01-06 15:19:18 Question 2:Rating 3
2025-01-06 15:19:18 Question 3:Rating 5
2025-01-06 15:19:18 __________________________________
2025-01-06 15:19:18 Question 1:Rating 0
2025-01-06 15:19:18 Question 2:Rating 3
2025-01-06 15:19:18 Question 3:Rating 5
2025-01-06 15:19:18 __________________________________
2025-01-06 15:19:18 Question 1:Rating 0
2025-01-06 15:19:18 Question 2:Rating 3
2025-01-06 15:19:18 Question 3:Rating 5
2025-01-06 15:19:18 __________________________________
2025-01-06 15:19:18 Question 1:Rating 0
2025-01-06 15:19:18 Question 2:Rating 3
2025-01-06 15:19:18 Question 3:Rating 5
2025-01-06 15:19:18 __________________________________
2025-01-06 15:19:18 Question 1:Rating 0
2025-01-06 15:19:18 Question 2:Rating 3
2025-01-06 15:19:18 Question 3:Rating 5
2025-01-06 15:19:18 __________________________________
2025-01-06 15:19:18 Question 1:Rating 0
2025-01-06 15:19:18 Question 2:Rating 3
2025-01-06 15:19:18 Question 3:Rating 5
2025-01-06 15:19:18 __________________________________
2025-01-06 15:19:19 Question 1:Rating 0
2025-01-06 15:19:19 Question 2:Rating 3
2025-01-06 15:19:19 Question 3:Rating 5
2025-01-06 15:19:19 __________________________________
2025-01-06 15:19:19 Question 1:Rating 0
2025-01-06 15:19:19 Question 2:Rating 3
2025-01-06 15:19:19 Question 3:Rating 5
2025-01-06 15:19:19 __________________________________
2025-01-06 15:19:21 _______________end________________
2025-01-06 15:19:27 content1
2025-01-06 15:19:33 Quiz 1 Answer: 3 Result: Incorrect
2025-01-06 15:19:35 Quiz 2 Answer: 3 Result: Incorrect
2025-01-06 15:19:36 Quiz 3 Answer: 3 Result: Incorrect
2025-01-06 15:19:41 Stage:1 clear.Points:0
2025-01-06 15:19:41 Interval.1: 0
2025-01-06 15:19:57 Stage:2 clear.Points:0
2025-01-06 15:19:57 Interval.2: 3
2025-01-06 15:20:12 Stage:3 clear.Points:12
2025-01-06 15:20:12 Interval.3: 9
2025-01-06 15:20:20 Stage:4 clear.Points:25
2025-01-06 15:20:20 Interval.4: 12
2025-01-06 15:20:29 Stage:5 clear.Points:0
2025-01-06 15:20:29 Total Points37Pt/100Pt
2025-01-06 15:20:29 Interval.5: 0
