2025-05-21 16:42:00 ,content2
2025-05-21 16:42:03 ,Quiz1,Answer,3,×,Time,2.886
2025-05-21 16:42:07 ,Quiz2,Answer,3,×,Time,1.532
2025-05-21 16:42:10 ,Quiz3,Answer,3,○,Time,1.515
2025-05-21 16:47:07 ,content2
2025-05-21 16:47:09 ,Quiz1,Answer,3,×,Time,2.342
2025-05-21 16:47:13 ,Quiz2,Answer,3,×,Time,1.507
2025-05-21 16:47:17 ,Quiz3,Answer,3,○,Time,1.527
2025-05-21 16:54:34 ,content2
2025-05-21 16:54:37 ,Quiz1,Answer,3,×,Time,3.145
2025-05-21 16:54:41 ,Quiz2,Answer,3,×,Time,1.520
2025-05-21 16:54:45 ,Quiz3,Answer,3,○,Time,1.523
2025-05-21 16:57:08 ,content2
2025-05-21 16:57:10 ,Quiz1,Answer,3,×,Time,2.402
2025-05-21 16:57:14 ,Quiz2,Answer,3,×,Time,1.502
2025-05-21 16:57:18 ,Quiz3,Answer,3,○,Time,1.521
2025-05-21 17:02:22 ,content2
2025-05-21 17:03:39 ,Quiz1,Answer,3,×,Time,76.854
2025-05-21 17:03:43 ,Quiz2,Answer,3,×,Time,1.503
2025-05-21 17:03:46 ,Quiz3,Answer,3,○,Time,1.505
2025-05-21 17:11:07 ,content2
2025-05-21 17:11:16 ,Quiz1,Answer,3,×,Time,8.252
2025-05-21 17:11:25 ,Quiz2,Answer,3,×,Time,6.989
2025-05-21 17:11:31 ,Quiz3,Answer,3,○,Time,3.778
2025-05-21 17:43:25 ,content2
2025-05-21 17:43:27 ,Quiz1,Answer,3,×,Time,1.522
2025-05-21 17:43:31 ,Quiz2,Answer,3,×,Time,1.511
2025-05-21 17:43:39 ,Quiz3,Answer,3,○,Time,6.731
2025-05-21 17:46:42 ,content2
2025-05-21 17:46:44 ,Quiz1,Answer,3,×,Time,1.803
2025-05-21 17:46:48 ,Quiz2,Answer,3,×,Time,1.669
2025-05-21 17:46:53 ,Quiz3,Answer,3,○,Time,2.929
2025-05-21 17:52:25 ,content2
2025-05-21 17:52:27 ,Quiz1,Answer,2,×,Time,1.505
2025-05-21 17:52:30 ,Quiz2,Answer,2,×,Time,1.515
2025-05-21 17:52:34 ,Quiz3,Answer,2,×,Time,1.527
2025-05-21 17:55:43 ,content2
2025-05-21 17:55:45 ,Quiz1,Answer,3,×,Time,2.429
2025-05-21 17:55:49 ,Quiz2,Answer,3,×,Time,1.522
2025-05-21 17:55:52 ,Quiz3,Answer,3,○,Time,1.509
2025-05-21 17:58:31 ,content2
2025-05-21 17:58:34 ,Quiz1,Answer,3,×,Time,2.251
2025-05-21 17:58:37 ,Quiz2,Answer,3,×,Time,1.524
2025-05-21 17:58:41 ,Quiz3,Answer,3,○,Time,1.505
2025-05-21 17:59:52 ,content1
2025-05-21 17:59:53 ,Quiz1,Answer,2,×,Time,1.515
2025-05-21 17:59:57 ,Quiz2,Answer,2,×,Time,1.502
2025-05-21 18:00:00 ,Quiz3,Answer,2,×,Time,1.530
2025-05-21 18:00:07 ,Stage,1 ,Points,0
2025-05-21 18:00:07 ,Interval.1,0
2025-05-21 18:01:02 ,content1
2025-05-21 18:01:07 ,Quiz1,Answer,2,×,Time,4.481
2025-05-21 18:01:10 ,Quiz2,Answer,2,×,Time,1.527
2025-05-21 18:01:14 ,Quiz3,Answer,2,×,Time,1.511
2025-05-21 18:02:12 ,content1
2025-05-21 18:02:16 ,Quiz1,Answer,2,×,Time,3.843
2025-05-21 18:02:20 ,Quiz2,Answer,2,×,Time,1.529
2025-05-21 18:02:23 ,Quiz3,Answer,2,×,Time,1.500
2025-05-21 18:02:30 ,Stage,1 ,Points,0
2025-05-21 18:02:30 ,Interval.1,0
2025-05-21 18:04:13 ,content1
2025-05-21 18:04:14 ,Quiz1,Answer,2,×,Time,1.508
2025-05-21 18:04:18 ,Quiz2,Answer,2,×,Time,1.513
2025-05-21 18:04:21 ,Quiz3,Answer,2,×,Time,1.504
2025-05-21 18:04:28 ,Stage,1 ,Points,0
2025-05-21 18:04:28 ,Interval.1,0
2025-05-21 18:05:24 ,content1
2025-05-21 18:05:26 ,Quiz1,Answer,2,×,Time,1.508
2025-05-21 18:05:29 ,Quiz2,Answer,2,×,Time,1.532
2025-05-21 18:05:33 ,Quiz3,Answer,2,×,Time,1.528
2025-05-21 18:05:40 ,Stage,1 ,Points,0
2025-05-21 18:05:40 ,Interval.1,0
2025-05-21 18:07:06 ,content2
2025-05-21 18:07:08 ,Quiz1,Answer,2,×,Time,1.525
2025-05-21 18:07:11 ,Quiz2,Answer,2,×,Time,1.517
2025-05-21 18:07:15 ,Quiz3,Answer,2,×,Time,1.502
